rgbnir00-0.tif,/home/crimson/fire_damage_detection_in_green_areas/data/crops/Cusco/S2B_MSIL1C_20190808T145729_N0208_R039_T18LZL_20190808T182229.SAFE/rgbnir00-0.tif,"0-512,0-512",0.0
rgbnir00-512.tif,/home/crimson/fire_damage_detection_in_green_areas/data/crops/Cusco/S2B_MSIL1C_20190808T145729_N0208_R039_T18LZL_20190808T182229.SAFE/rgbnir00-512.tif,"512-1024,0-512",0.0
rgbnir00-1024.tif,/home/crimson/fire_damage_detection_in_green_areas/data/crops/Cusco/S2B_MSIL1C_20190808T145729_N0208_R039_T18LZL_20190808T182229.SAFE/rgbnir00-1024.tif,"1024-1536,0-512",0.0
rgbnir00-1536.tif,/home/crimson/fire_damage_detection_in_green_areas/data/crops/Cusco/S2B_MSIL1C_20190808T145729_N0208_R039_T18LZL_20190808T182229.SAFE/rgbnir00-1536.tif,"1536-2048,0-512",0.0
rgbnir00-2048.tif,/home/crimson/fire_damage_detection_in_green_areas/data/crops/Cusco/S2B_MSIL1C_20190808T145729_N0208_R039_T18LZL_20190808T182229.SAFE/rgbnir00-2048.tif,"2048-2560,0-512",0.0
rgbnir00-2560.tif,/home/crimson/fire_damage_detection_in_green_areas/data/crops/Cusco/S2B_MSIL1C_20190808T145729_N0208_R039_T18LZL_20190808T182229.SAFE/rgbnir00-2560.tif,"2560-3072,0-512",0.0
rgbnir00-3072.tif,/home/crimson/fire_damage_detection_in_green_areas/data/crops/Cusco/S2B_MSIL1C_20190808T145729_N0208_R039_T18LZL_20190808T182229.SAFE/rgbnir00-3072.tif,"3072-3584,0-512",0.0
rgbnir00-3584.tif,/home/crimson/fire_damage_detection_in_green_areas/data/crops/Cusco/S2B_MSIL1C_20190808T145729_N0208_R039_T18LZL_20190808T182229.SAFE/rgbnir00-3584.tif,"3584-4096,0-512",0.0
rgbnir00-4096.tif,/home/crimson/fire_damage_detection_in_green_areas/data/crops/Cusco/S2B_MSIL1C_20190808T145729_N0208_R039_T18LZL_20190808T182229.SAFE/rgbnir00-4096.tif,"4096-4608,0-512",0.0
rgbnir00-4608.tif,/home/crimson/fire_damage_detection_in_green_areas/data/crops/Cusco/S2B_MSIL1C_20190808T145729_N0208_R039_T18LZL_20190808T182229.SAFE/rgbnir00-4608.tif,"4608-5120,0-512",0.0
rgbnir00-5120.tif,/home/crimson/fire_damage_detection_in_green_areas/data/crops/Cusco/S2B_MSIL1C_20190808T145729_N0208_R039_T18LZL_20190808T182229.SAFE/rgbnir00-5120.tif,"5120-5632,0-512",0.0
rgbnir00-5632.tif,/home/crimson/fire_damage_detection_in_green_areas/data/crops/Cusco/S2B_MSIL1C_20190808T145729_N0208_R039_T18LZL_20190808T182229.SAFE/rgbnir00-5632.tif,"5632-6144,0-512",0.0
rgbnir00-6144.tif,/home/crimson/fire_damage_detection_in_green_areas/data/crops/Cusco/S2B_MSIL1C_20190808T145729_N0208_R039_T18LZL_20190808T182229.SAFE/rgbnir00-6144.tif,"6144-6656,0-512",0.0
rgbnir00-6656.tif,/home/crimson/fire_damage_detection_in_green_areas/data/crops/Cusco/S2B_MSIL1C_20190808T145729_N0208_R039_T18LZL_20190808T182229.SAFE/rgbnir00-6656.tif,"6656-7168,0-512",0.0
rgbnir00-7168.tif,/home/crimson/fire_damage_detection_in_green_areas/data/crops/Cusco/S2B_MSIL1C_20190808T145729_N0208_R039_T18LZL_20190808T182229.SAFE/rgbnir00-7168.tif,"7168-7680,0-512",0.0
rgbnir00-7680.tif,/home/crimson/fire_damage_detection_in_green_areas/data/crops/Cusco/S2B_MSIL1C_20190808T145729_N0208_R039_T18LZL_20190808T182229.SAFE/rgbnir00-7680.tif,"7680-8192,0-512",0.0
rgbnir00-8192.tif,/home/crimson/fire_damage_detection_in_green_areas/data/crops/Cusco/S2B_MSIL1C_20190808T145729_N0208_R039_T18LZL_20190808T182229.SAFE/rgbnir00-8192.tif,"8192-8704,0-512",0.0
rgbnir00-8704.tif,/home/crimson/fire_damage_detection_in_green_areas/data/crops/Cusco/S2B_MSIL1C_20190808T145729_N0208_R039_T18LZL_20190808T182229.SAFE/rgbnir00-8704.tif,"8704-9216,0-512",0.0
rgbnir00-9216.tif,/home/crimson/fire_damage_detection_in_green_areas/data/crops/Cusco/S2B_MSIL1C_20190808T145729_N0208_R039_T18LZL_20190808T182229.SAFE/rgbnir00-9216.tif,"9216-9728,0-512",0.0
rgbnir00-9728.tif,/home/crimson/fire_damage_detection_in_green_areas/data/crops/Cusco/S2B_MSIL1C_20190808T145729_N0208_R039_T18LZL_20190808T182229.SAFE/rgbnir00-9728.tif,"9728-10240,0-512",0.8508529663085938
rgbnir00-10240.tif,/home/crimson/fire_damage_detection_in_green_areas/data/crops/Cusco/S2B_MSIL1C_20190808T145729_N0208_R039_T18LZL_20190808T182229.SAFE/rgbnir00-10240.tif,"10240-10752,0-512",1.0
